Identifier	Participant ID	count	Age.Band	Gender	keep	Expected Kinterm	Compositional Analysis	Which term was provided?	Reciprocal relationship	Task	correct_comp	correct_prod	correct	Referent_ID	Term	Task2	Kin.distance	Genealogical.distance	Half.sibling.merger	Same.sex.sibling.merger	Step.kin.merger	Task_name	Task_name2	Task_name3	Same-sex Sib Merger
Participant 9	Participant 10	10	B 7;10_10;6	M	TRUE	mangka	1 + 1S	*	NA	1	FALSE	FALSE	FALSE	Referent 85	FMZ > FM	1	2	3	0	1	0	comprehension	inapposite	comprehension	1
Participant 9	Participant 10	10	B 7;10_10;6	M	TRUE	kaka 2	4	*	NA	1	FALSE	FALSE	FALSE	Referent 37	FMBS	1	4	4	0	0	0	comprehension	inapposite	comprehension	0
Participant 9	Participant 10	10	B 7;10_10;6	M	TRUE	pipi 2	4	*	NA	1	FALSE	FALSE	FALSE	Referent 86	MMBD	1	4	4	0	0	0	comprehension	inapposite	comprehension	0
Participant 9	Participant 10	10	B 7;10_10;6	M	TRUE	newuy	3	*	NA	1	TRUE	TRUE	TRUE	Referent 87	MMM	1	3	3	0	0	0	comprehension	apposite	comprehension	0
Participant 9	Participant 10	10	B 7;10_10;6	M	TRUE	ngathan 2	5	*	1	2	NA	FALSE	FALSE	Referent 19	FMBDS	2	5	5	0	0	0	production	inapposite	production	0
Participant 9	Participant 10	10	B 7;10_10;6	M	TRUE	yile 1	1 + 2S+1H	*	NA	2	NA	FALSE	FALSE	Referent 2	FMZS > FMS > FB > F	2	1	4	1	2	0	production	inapposite	production	2
Participant 9	Participant 10	10	B 7;10_10;6	M	TRUE	kangkurl by marriage	2 + 1S + 1M	kakurl	1	2	NA	TRUE	TRUE	Referent 88	FMZH > FMH > FF	2	2	4	0	1	1	production	inapposite	production	1
Participant 9	Participant 10	10	B 7;10_10;6	M	TRUE	pipi 1	1	pipi	NA	2	NA	TRUE	TRUE	Referent 89	FZ	2	2	2	0	0	0	production	inapposite	production	0
Participant 9	Participant 10	10	B 7;10_10;6	M	TRUE	pugarli	3	*	1	2	NA	FALSE	FALSE	Referent 90	FZD	2	3	3	0	0	0	production	inapposite	production	0
Participant 9	Participant 10	10	B 7;10_10;6	M	TRUE	kale 2	4	*	NA	2	NA	FALSE	FALSE	Referent 91	FMBD	2	4	4	0	0	0	production	inapposite	production	0
Participant 9	Participant 10	10	B 7;10_10;6	M	TRUE	ngathan 1	1	mumak	NA	3	NA	FALSE	FALSE	Referent 92	Z	3	1	1	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 9	Participant 10	10	B 7;10_10;6	M	TRUE	muluk/wakal	2	pipi	NA	3	NA	FALSE	FALSE	Referent 24	FZ	3	2	2	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 9	Participant 10	10	B 7;10_10;6	M	TRUE	muluk/wakal	1 + 2S+1H	didn't know	NA	3	NA	FALSE	FALSE	Referent 93	FMZS > FMS > FB > F	3	1	4	1	2	0	altercentricity	inapposite	altercentric production	2
Participant 9	Participant 10	10	B 7;10_10;6	M	TRUE	kawu F	2 + 1S	kawu	1	3	NA	TRUE	TRUE	Referent 94	MMZ > MM	3	2	3	0	1	0	altercentricity	inapposite	altercentric production	1
Participant 9	Participant 10	10	B 7;10_10;6	M	TRUE	ngathan 1	1 + 2S+2H	?munak	NA	3	NA	FALSE	FALSE	Referent 95	FMZSD > FMSD > FBD > FD > Z	3	1	5	2	2	0	altercentricity	inapposite	altercentric production	2
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	ngathan 1	1 + 2S+2H	*	NA	1	TRUE	TRUE	TRUE	Referent 1	FMZSS > FMSS > FBS > FS > B	1	1	5	2	2	0	comprehension	apposite	comprehension	2
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	yile 1	1 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 78	FB > F	1	1	2	0	1	0	comprehension	apposite	comprehension	1
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	kale 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 26	M	1	1	1	0	0	0	comprehension	apposite	comprehension	0
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	pipi 1	2 + 1S+1H	pipi	NA	1	TRUE	FALSE	TRUE	Referent 11	FMZD > FMD > FZ	1	2	4	1	1	0	comprehension	inapposite	comprehension	1
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	munak 1	1 + 2S+2H	mumak	NA	1	TRUE	TRUE	TRUE	Referent 5	FMZSD > FMSD > FBD > FD > Z	1	1	5	2	2	0	comprehension	inapposite	comprehension	2
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	kangkurl	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 79	FFB > FF	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	kawu F	1 + 1S	tjabutj	NA	1	TRUE	TRUE	TRUE	Referent 80	MMZ > MM	1	2	3	0	1	0	comprehension	inapposite	comprehension	1
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	pugarli	1 + 1S + 1H	*	NA	1	TRUE	FALSE	TRUE	Referent 23	FMZDD > FMDD > FZD	1	3	5	1	1	0	comprehension	apposite	comprehension	1
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	pipi 1	2	pipi	NA	1	TRUE	TRUE	TRUE	Referent 81	FZ	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	kaka 2	4	nginarr	NA	1	FALSE	FALSE	FALSE	Referent 10	FMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	kangkurl F	3	kakurl	NA	1	TRUE	TRUE	TRUE	Referent 82	FFZ	1	3	3	0	0	0	comprehension	inapposite	comprehension	0
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	kale 2	4	nginarr	NA	1	FALSE	FALSE	FALSE	Referent 83	FMBD	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	yile 2	4	*	NA	1	TRUE	TRUE	TRUE	Referent 84	MMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	mangka	1 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 27	FMZ > FM	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	mangka	1 + 1S	*	NA	1	FALSE	FALSE	FALSE	Referent 85	FMZ > FM	1	2	3	0	1	0	comprehension	inapposite	comprehension	1
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	kaka 2	4	nginarr	NA	1	TRUE	TRUE	TRUE	Referent 37	FMBS	1	4	4	0	0	0	comprehension	inapposite	comprehension	0
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	pipi 2	4	nginarr	NA	1	TRUE	TRUE	TRUE	Referent 86	MMBD	1	4	4	0	0	0	comprehension	inapposite	comprehension	0
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	newuy	3	*	NA	1	TRUE	TRUE	TRUE	Referent 87	MMM	1	3	3	0	0	0	comprehension	apposite	comprehension	0
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	ngathan 2	5	pugarli	NA	2	NA	FALSE	FALSE	Referent 19	FMBDS	2	5	5	0	0	0	production	inapposite	production	0
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	yile 1	1 + 2S+1H	dedi	NA	2	NA	TRUE	TRUE	Referent 2	FMZS > FMS > FB > F	2	1	4	1	2	0	production	inapposite	production	2
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	kangkurl by marriage	2 + 1S + 1M	kakurl	1	2	NA	TRUE	TRUE	Referent 88	FMZH > FMH > FF	2	2	4	0	1	1	production	inapposite	production	1
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	pipi 1	1	pipi	NA	2	NA	TRUE	TRUE	Referent 89	FZ	2	2	2	0	0	0	production	inapposite	production	0
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	pugarli	3	mumak	1	2	NA	FALSE	FALSE	Referent 90	FZD	2	3	3	0	0	0	production	inapposite	production	0
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	kale 2	4	nginarr	NA	2	NA	FALSE	FALSE	Referent 91	FMBD	2	4	4	0	0	0	production	inapposite	production	0
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	munak 1	1	paba	NA	3	NA	FALSE	FALSE	Referent 96	B	3	1	1	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	newuy/wakal	2	wakal	NA	3	NA	TRUE	TRUE	Referent 24	FZ	3	2	2	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	muluk/wakal	1 + 2S+1H	wakal	NA	3	NA	TRUE	TRUE	Referent 93	FMZS > FMS > FB > F	3	1	4	1	2	0	altercentricity	inapposite	altercentric production	2
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	kawu	2 + 1S	kawu	1	3	NA	TRUE	TRUE	Referent 94	MMZ > MM	3	2	3	0	1	0	altercentricity	inapposite	altercentric production	1
Participant 10	Participant 11	11	D 13;4_16	F	TRUE	munak 1	1 + 2S+2H	mumak	NA	3	NA	TRUE	TRUE	Referent 97	FMZSS > FMSS > FBS > FS > B	3	1	5	2	2	0	altercentricity	inapposite	altercentric production	2
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	ngathan 1	1 + 2S+2H	*	NA	1	TRUE	TRUE	TRUE	Referent 1	FMZSS > FMSS > FBS > FS > B	1	1	5	2	2	0	comprehension	apposite	comprehension	2
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	yile 1	1 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 78	FB > F	1	1	2	0	1	0	comprehension	apposite	comprehension	1
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	kale 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 26	M	1	1	1	0	0	0	comprehension	apposite	comprehension	0
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	pipi 1	2 + 1S+1H	*	NA	1	TRUE	TRUE	TRUE	Referent 11	FMZD > FMD > FZ	1	2	4	1	1	0	comprehension	inapposite	comprehension	1
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	munak 1	1 + 2S+2H	munak	NA	1	TRUE	TRUE	TRUE	Referent 5	FMZSD > FMSD > FBD > FD > Z	1	1	5	2	2	0	comprehension	inapposite	comprehension	2
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	kangkurl	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 79	FFB > FF	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	kawu F	1 + 1S	thamuny	NA	1	TRUE	TRUE	TRUE	Referent 80	MMZ > MM	1	2	3	0	1	0	comprehension	inapposite	comprehension	1
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	pugarli	1 + 1S + 1H	*	NA	1	FALSE	TRUE	FALSE	Referent 23	FMZDD > FMDD > FZD	1	3	5	1	1	0	comprehension	apposite	comprehension	1
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	pipi 1	2	pipi	NA	1	TRUE	TRUE	TRUE	Referent 81	FZ	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	kaka 2	4	*	NA	1	FALSE	FALSE	FALSE	Referent 10	FMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	kangkurl F	3	kangkurl	NA	1	TRUE	TRUE	TRUE	Referent 82	FFZ	1	3	3	0	0	0	comprehension	inapposite	comprehension	0
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	kale 2	4	*	NA	1	FALSE	FALSE	FALSE	Referent 83	FMBD	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	yile 2	4	*	NA	1	FALSE	FALSE	FALSE	Referent 84	MMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	mangka	1 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 27	FMZ > FM	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	mangka	1 + 1S	*	NA	1	FALSE	FALSE	FALSE	Referent 85	FMZ > FM	1	2	3	0	1	0	comprehension	inapposite	comprehension	1
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	kaka 2	4	*	NA	1	TRUE	TRUE	TRUE	Referent 37	FMBS	1	4	4	0	0	0	comprehension	inapposite	comprehension	0
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	pipi 2	4	*	NA	1	TRUE	TRUE	TRUE	Referent 86	MMBD	1	4	4	0	0	0	comprehension	inapposite	comprehension	0
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	newuy	3	*	NA	1	TRUE	TRUE	TRUE	Referent 87	MMM	1	3	3	0	0	0	comprehension	apposite	comprehension	0
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	ngathan 2	5	pugarli	NA	2	NA	FALSE	FALSE	Referent 19	FMBDS	2	5	5	0	0	0	production	inapposite	production	0
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	yile 1	1 + 2S+1H	dedi	NA	2	NA	TRUE	TRUE	Referent 2	FMZS > FMS > FB > F	2	1	4	1	2	0	production	inapposite	production	2
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	kangkurl by marriage	2 + 1S + 1M	kakurl	1	2	NA	TRUE	TRUE	Referent 88	FMZH > FMH > FF	2	2	4	0	1	1	production	inapposite	production	1
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	pipi 1	1	pipi	NA	2	NA	TRUE	TRUE	Referent 89	FZ	2	2	2	0	0	0	production	inapposite	production	0
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	pugarli	3	pugarli	1	2	NA	TRUE	TRUE	Referent 90	FZD	2	3	3	0	0	0	production	inapposite	production	0
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	kale 2	4	*	NA	2	NA	FALSE	FALSE	Referent 91	FMBD	2	4	4	0	0	0	production	inapposite	production	0
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	munak 1	1	paba	NA	3	NA	FALSE	FALSE	Referent 96	B	3	1	1	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	newuy/wakal	2	pipi	NA	3	NA	FALSE	FALSE	Referent 24	FZ	3	2	2	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	muluk/wakal	1 + 2S+1H	dedi	NA	3	NA	FALSE	FALSE	Referent 93	FMZS > FMS > FB > F	3	1	4	1	2	0	altercentricity	inapposite	altercentric production	2
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	kawu	2 + 1S	kawu	1	3	NA	TRUE	TRUE	Referent 94	MMZ > MM	3	2	3	0	1	0	altercentricity	inapposite	altercentric production	1
Participant 13	Participant 12	12	C 10;7_13;3	F	TRUE	munak 1	1 + 2S+2H	pugarli	NA	3	NA	FALSE	FALSE	Referent 97	FMZSS > FMSS > FBS > FS > B	3	1	5	2	2	0	altercentricity	inapposite	altercentric production	2
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	ngathan 1	1 + 2S+2H	*	NA	1	TRUE	TRUE	TRUE	Referent 1	FMZSS > FMSS > FBS > FS > B	1	1	5	2	2	0	comprehension	apposite	comprehension	2
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	yile 1	1 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 78	FB > F	1	1	2	0	1	0	comprehension	apposite	comprehension	1
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	kale 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 26	M	1	1	1	0	0	0	comprehension	apposite	comprehension	0
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	pipi 1	2 + 1S+1H	nginarr	NA	1	TRUE	TRUE	TRUE	Referent 11	FMZD > FMD > FZ	1	2	4	1	1	0	comprehension	inapposite	comprehension	1
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	munak 1	1 + 2S+2H	*	NA	1	TRUE	TRUE	TRUE	Referent 5	FMZSD > FMSD > FBD > FD > Z	1	1	5	2	2	0	comprehension	inapposite	comprehension	2
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	kangkurl	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 79	FFB > FF	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	kawu F	1 + 1S	tjabutj	NA	1	TRUE	TRUE	TRUE	Referent 80	MMZ > MM	1	2	3	0	1	0	comprehension	inapposite	comprehension	1
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	pugarli	1 + 1S + 1H	*	NA	1	TRUE	FALSE	TRUE	Referent 23	FMZDD > FMDD > FZD	1	3	5	1	1	0	comprehension	apposite	comprehension	1
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	pipi 1	2	pipi	NA	1	TRUE	TRUE	TRUE	Referent 81	FZ	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	kaka 2	4	*	NA	1	TRUE	TRUE	TRUE	Referent 10	FMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	kangkurl F	3	*	NA	1	FALSE	FALSE	FALSE	Referent 82	FFZ	1	3	3	0	0	0	comprehension	inapposite	comprehension	0
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	kale 2	4	*	NA	1	FALSE	FALSE	FALSE	Referent 83	FMBD	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	yile 2	4	*	NA	1	TRUE	TRUE	TRUE	Referent 84	MMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	mangka	1 + 1S	maka	NA	1	TRUE	TRUE	TRUE	Referent 27	FMZ > FM	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	mangka	1 + 1S	Tjabutj	NA	1	FALSE	FALSE	FALSE	Referent 85	FMZ > FM	1	2	3	0	1	0	comprehension	inapposite	comprehension	1
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	kaka 2	4	*	NA	1	TRUE	TRUE	TRUE	Referent 37	FMBS	1	4	4	0	0	0	comprehension	inapposite	comprehension	0
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	pipi 2	4	mama	NA	1	TRUE	TRUE	TRUE	Referent 86	MMBD	1	4	4	0	0	0	comprehension	inapposite	comprehension	0
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	newuy	3	*	NA	1	TRUE	TRUE	TRUE	Referent 87	MMM	1	3	3	0	0	0	comprehension	apposite	comprehension	0
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	ngathan 2	5	pugarli	NA	2	NA	FALSE	FALSE	Referent 19	FMBDS	2	5	5	0	0	0	production	inapposite	production	0
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	yile 1	1 + 2S+1H	dedi	NA	2	NA	TRUE	TRUE	Referent 2	FMZS > FMS > FB > F	2	1	4	1	2	0	production	inapposite	production	2
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	kangkurl by marriage	2 + 1S + 1M	kangkurl	1	2	NA	TRUE	TRUE	Referent 88	FMZH > FMH > FF	2	2	4	0	1	1	production	inapposite	production	1
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	pipi 1	1	pipi	NA	2	NA	TRUE	TRUE	Referent 89	FZ	2	2	2	0	0	0	production	inapposite	production	0
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	pugarli	3	mumak	1	2	NA	FALSE	FALSE	Referent 90	FZD	2	3	3	0	0	0	production	inapposite	production	0
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	kale 2	4	*	NA	2	NA	FALSE	FALSE	Referent 91	FMBD	2	4	4	0	0	0	production	inapposite	production	0
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	munak 1	1	paba	NA	3	NA	FALSE	FALSE	Referent 96	B	3	1	1	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	newuy/wakal	2	*	NA	3	NA	FALSE	FALSE	Referent 24	FZ	3	2	2	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	muluk/wakal	1 + 2S+1H	*	NA	3	NA	FALSE	FALSE	Referent 93	FMZS > FMS > FB > F	3	1	4	1	2	0	altercentricity	inapposite	altercentric production	2
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	kawu	2 + 1S	kawu	1	3	NA	TRUE	TRUE	Referent 94	MMZ > MM	3	2	3	0	1	0	altercentricity	inapposite	altercentric production	1
Participant 11	Participant 13	13	C 10;7_13;3	F	TRUE	munak 1	1 + 2S+2H	pugarli	NA	3	NA	FALSE	FALSE	Referent 97	FMZSS > FMSS > FBS > FS > B	3	1	5	2	2	0	altercentricity	inapposite	altercentric production	2
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	ngathan 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 1	B	1	1	1	0	0	0	comprehension	apposite	comprehension	0
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	yile 1	1 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 2	FB > F	1	1	2	0	1	0	comprehension	apposite	comprehension	1
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	kale 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 3	M	1	1	1	0	0	0	comprehension	apposite	comprehension	0
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	munak 1	1 + 1S +1H	*	NA	1	TRUE	TRUE	TRUE	Referent 4	FBD > FD > Z	1	1	3	1	1	0	comprehension	apposite	comprehension	1
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	munak 1	1 + 1S +1H	*	NA	1	FALSE	FALSE	FALSE	Referent 5	FBD > FD > Z	1	1	3	1	1	0	comprehension	inapposite	comprehension	1
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	kangkurl	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 6	FFB > FF	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	mangka	2	*	NA	1	TRUE	TRUE	TRUE	Referent 7	FM	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	munak 1	1 + 2S+2H	*	NA	1	TRUE	TRUE	TRUE	Referent 8	FMZSD > FMSD > FBD > FD > Z	1	1	5	2	2	0	comprehension	inapposite	comprehension	2
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	pugarli	3 + 1S+1H	*	NA	1	FALSE	FALSE	FALSE	Referent 9	FMZDS > FMDS > FZS	1	3	5	1	1	0	comprehension	inapposite	comprehension	1
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	kaka 2	4	*	NA	1	FALSE	FALSE	FALSE	Referent 10	FMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	pipi 1	2	*	NA	1	TRUE	TRUE	TRUE	Referent 11	FZ	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	mangka	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 13	FMZ > FM	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	thamuny 1M	2	*	NA	1	TRUE	TRUE	TRUE	Referent 14	MF	1	2	2	0	0	0	comprehension	apposite	comprehension	0
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	pipi 2	4	nginarr	NA	1	TRUE	TRUE	TRUE	Referent 15	MMBD	1	4	4	0	0	0	comprehension	inapposite	comprehension	0
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	nginarr	4	*	NA	1	TRUE	TRUE	TRUE	Referent 16	MMBD	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	nangkun	5	*	NA	1	FALSE	FALSE	FALSE	Referent 17	MMBDS	1	5	5	0	0	0	comprehension	apposite	comprehension	0
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	kaka 1 by marriage	2 + 1M	*	NA	1	TRUE	TRUE	TRUE	Referent 18	FZH > MB	1	2	3	0	0	1	comprehension	apposite	comprehension	0
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	ngathan 2	5	paba	NA	2	NA	TRUE	TRUE	Referent 19	FMBDS	2	5	5	0	0	0	production	inapposite	production	0
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	yile 1	1 + 2S+1H	dedi	NA	2	NA	TRUE	TRUE	Referent 20	FMZS > FMS > FB > F	2	1	4	1	2	0	production	inapposite	production	2
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	yile 2	4	nginarr	NA	2	NA	TRUE	TRUE	Referent 21	MMBS	2	4	4	0	0	0	production	inapposite	production	0
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	kale 1 by marriage	1 + 1S+1M	*	NA	2	NA	FALSE	FALSE	Referent 22	FBW > FW > M	2	1	3	0	1	1	production	inapposite	production	1
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	pugarli	3	nginarr	1	2	NA	FALSE	FALSE	Referent 23	FZD	2	3	3	0	0	0	production	inapposite	production	0
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	pipi 1	2 + 1S+1H	pipi	NA	2	NA	TRUE	TRUE	Referent 24	FMZD > FMD > FZ	2	2	4	1	1	0	production	inapposite	production	1
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	wakal/newuy	1 + 2S+1H+1M	mama	NA	3	NA	FALSE	FALSE	Referent 26	FMZSW > FMSW > FBW>FW > M	3	1	5	1	2	1	altercentricity	inapposite	altercentric production	2
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	mangka	2 + 1S	maka	1	3	NA	TRUE	TRUE	Referent 27	FMZ > FM	3	2	3	0	1	0	altercentricity	inapposite	altercentric production	1
Participant 31	Participant 14	14	A 5_7;9	F	TRUE	wakal/newuy	1 + 2S+1H	dedi	NA	3	NA	FALSE	FALSE	Referent 28	FMZS >FMS > FB > F	3	1	4	1	2	0	altercentricity	inapposite	altercentric production	2
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	munak 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 95	Z	1	1	1	0	0	0	comprehension	apposite	comprehension	0
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	yile 1	1 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 2	FB > F	1	1	2	0	1	0	comprehension	apposite	comprehension	1
Participant 30	Participant 15	15	A 5_7;9	M	TRUE	kale 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 3	M	1	1	1	0	0	0	comprehension	apposite	comprehension	0
